,name_id,term,name,sex,party,partyGroup,areaName,onboardDate,leaveFlag,leaveDate,leaveReason,party_num,party_group_num,birth_date,age,place_of_birth,degree,incumbent,valid_votes,total_votes,electorate,pop,electorate_over_pop_pct,total_votes_over_electorate_pct,elected_over_cands_pct,vote,vote_over_total_votes_pct,vote_margin,vote_over_total_votes_pct_margin,constituency,tier,lnpopudensity,experience,defect_date,defect_period,president,vice_president
123,292,8,黃昭順,2,中國國民黨,中國國民黨,高雄市第3選舉區,2012-02-01,否,,,1,1,1953-08-22,59,臺灣省,5,1,207416,209377,273788,363524,75.31,76.47,25.0,101055,48.72,5438,2.6299999999999955,高雄市3,1,8.974637985229492,6,,,0,0
124,2,9,何志偉,1,民主進步黨,民主進步黨,臺北市第2選舉區,2019-02-01,否,,,16,16,1982-05-14,36,臺北市,5,2,80798,81107,266907,342977,77.82,23.65,20.0,38591,47.760000000000005,7059,8.74,臺北市2,1,9.660627365112305,0,,,0,0
125,3,9,何欣純,2,民主進步黨,民主進步黨,臺中市第7選舉區,2016-02-01,否,,,16,16,1973-12-18,42,臺中市,5,1,188823,191970,288794,372245,77.58,66.47,33.33,119098,63.07,52917,28.03,臺中市7,1,8.328047752380371,1,,,0,0
126,4,9,余天,1,民主進步黨,民主進步黨,新北市第3選舉區,2019-03-21,否,,,16,16,1948-03-01,71,臺灣省,2,2,109318,109939,261154,347738,75.1,31.619999999999997,33.33,56888,52.04,5761,5.27,新北市3,1,9.977987289428713,1,,,0,0
127,5,9,余宛如,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1980-06-11,35,臺北市,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
128,9,9,劉世芳,2,民主進步黨,民主進步黨,高雄市第3選舉區,2016-02-01,否,,,16,16,1959-08-13,56,臺北市,5,2,191111,193945,289344,371644,77.86,67.03,20.0,102255,53.5,28463,14.89,高雄市3,1,8.974637985229492,1,,,0,0
129,10,9,劉建國,1,民主進步黨,民主進步黨,雲林縣第2選舉區,2016-02-01,否,,,16,16,1969-03-09,46,臺灣省,4,1,177663,180972,283296,353065,80.24,63.88,25.0,121114,68.17,74620,42.010000000000005,雲林縣2,1,6.439717769622803,2,,,0,0
130,11,9,劉櫂豪,1,民主進步黨,民主進步黨,臺東縣選舉區,2016-02-01,否,,,16,16,1967-02-02,48,臺灣省,4,1,65933,67675,118223,143421,82.43,57.24,50.0,42317,64.18,18701,28.370000000000005,臺東縣,1,4.907938003540039,1,,,0,0
131,15,9,吳志揚,1,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1969-02-08,46,桃園市,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,2,,,0,0
132,16,9,吳思瑤,2,民主進步黨,民主進步黨,臺北市第1選舉區,2016-02-01,否,,,16,16,1974-05-28,41,新北市,5,2,188807,190937,275449,332274,82.9,69.32,20.0,95951,50.81,13302,7.039999999999999,臺北市1,1,8.410959243774414,0,,,0,0
133,22,9,吳焜裕,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1959-02-20,56,臺灣省,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
134,23,9,吳玉琴,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1964-08-15,51,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
135,24,9,吳琪銘,1,民主進步黨,民主進步黨,新北市第10選舉區,2016-02-01,否,,,16,16,1963-02-24,52,臺灣省,3,2,175810,180676,272370,344150,79.14,66.33,33.33,102854,58.5,35235,20.04,新北市10,1,8.358307838439941,0,,,0,0
136,25,9,吳秉叡,1,民主進步黨,民主進步黨,新北市第4選舉區,2016-02-01,否,,,16,16,1966-10-07,49,臺灣省,5,1,185313,190135,282373,358137,78.84,67.33,14.29,116723,62.98,62236,33.58,新北市4,1,9.87725067138672,2,,,0,0
137,28,9,呂孫綾,2,民主進步黨,民主進步黨,新北市第1選舉區,2016-02-01,否,,,16,16,1988-03-12,27,臺北市,5,2,206924,211826,322726,408515,79.0,65.64,16.67,110243,53.27,25661,12.400000000000006,新北市1,1,7.352620601654053,0,,,0,0
138,30,9,呂玉玲,2,中國國民黨,中國國民黨,桃園市第5選舉區,2016-02-01,否,,,1,1,1961-06-19,54,桃園市,3,1,166358,169732,252796,325644,77.63,67.14,16.67,72965,43.86,2763,1.6700000000000017,桃園市5,1,8.055322647094727,1,,,0,0
139,33,9,周春米,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1966-11-01,49,臺灣省,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
140,34,9,周陳秀霞,2,親民黨,親民黨,全國不分區及僑居國外國民,2016-02-01,否,,,90,90,1958-01-14,58,臺南市,1,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
141,35,9,姚文智,1,民主進步黨,民主進步黨,臺北市第2選舉區,2016-02-01,是,2018-11-18,辭職,16,16,1965-12-04,50,臺北市,5,1,181084,185228,268464,342977,78.27,69.0,14.29,107366,59.29,41399,22.869999999999997,臺北市2,1,9.660627365112305,1,,,0,0
142,36,9,孔文吉,1,中國國民黨,中國國民黨,山地原住民,2016-02-01,否,,,1,1,1957-10-18,58,臺灣省,6,1,,,,,,,,,,,,山地原住民,4,,3,,,0,0
143,38,9,尤美女,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1955-01-29,60,臺灣省,5,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
144,41,9,廖國棟Sufin．Siluko,1,中國國民黨,中國國民黨,平地原住民,2016-02-01,否,,,1,1,1955-01-08,61,臺灣省,4,1,,,,,,,,,,,,平地原住民,3,,4,,,0,0
145,46,9,張宏陸,1,民主進步黨,民主進步黨,新北市第6選舉區,2016-02-01,否,,,16,16,1972-01-10,44,臺中市,5,2,146775,149096,215111,265272,81.09,69.31,11.11,77223,52.61,19173,13.060000000000002,新北市6,1,10.170262336730955,0,,,0,0
146,47,9,張廖萬堅,1,民主進步黨,民主進步黨,臺中市第4選舉區,2016-02-01,否,,,16,16,1965-02-09,50,臺中市,5,2,190716,194122,287435,382966,75.05,67.54,16.67,100649,52.77,30525,16.010000000000005,臺中市4,1,8.55213928222656,0,,,0,0
147,54,9,張麗善,2,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,是,2018-11-02,辭職,1,1,1964-01-01,52,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
148,57,9,徐國勇,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,是,2016-10-01,辭職,16,16,1958-06-07,57,臺北市,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
149,59,9,徐志榮,1,中國國民黨,中國國民黨,苗栗縣第2選舉區,2016-02-01,否,,,1,1,1955-07-31,60,臺灣省,2,1,146761,149218,232151,291742,79.57,64.28,20.0,73234,49.9,7769,5.299999999999997,苗栗縣2,1,6.338205337524414,1,,,0,0
150,60,9,徐榛蔚,2,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,是,2018-12-25,辭職,1,1,1968-10-12,47,桃園市,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
151,62,9,徐永明,1,時代力量,時代力量,全國不分區及僑居國外國民,2016-02-01,否,,,267,267,1966-05-12,49,臺中市,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
152,64,9,施義芳,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-05-26,否,,,16,16,1962-02-10,53,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
153,68,9,曾銘宗,1,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1959-01-22,56,臺灣省,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
154,71,9,李俊俋,1,民主進步黨,民主進步黨,嘉義市選舉區,2016-02-01,否,,,16,16,1965-07-06,50,臺灣省,5,1,137097,139544,208988,269404,77.57,66.77,25.0,73965,53.95,25072,18.290000000000006,嘉義市,1,8.424968719482422,1,,,0,0
155,74,9,李彥秀,2,中國國民黨,中國國民黨,臺北市第4選舉區,2016-02-01,否,,,1,1,1971-12-18,44,臺北市,4,2,214700,218941,320963,405507,79.15,68.21,12.5,89612,41.73,4012,1.8699999999999974,臺北市4,1,8.841773986816406,0,,,0,0
156,79,9,李應元,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,是,2016-05-20,辭職,16,16,1953-03-16,62,臺灣省,6,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,3,,,0,0
157,80,9,李昆澤,1,民主進步黨,民主進步黨,高雄市第6選舉區,2016-02-01,否,,,16,16,1964-04-29,51,臺灣省,5,1,142504,144307,210687,263893,79.84,68.49,33.33,83986,58.93,27297,19.15,高雄市6,1,9.942572593688965,2,,,0,0
158,85,9,李鴻鈞,1,親民黨,親民黨,全國不分區及僑居國外國民,2016-02-01,否,,,90,90,1959-05-11,56,新北市,6,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,4,,,0,0
159,86,9,李麗芬,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-05-26,否,,,16,16,1968-12-20,47,臺灣省,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
160,89,9,林俊憲,1,民主進步黨,民主進步黨,臺南市第4選舉區,2016-02-01,否,,,16,16,1965-03-07,50,臺南市,5,2,199166,202319,301713,378454,79.72,67.06,16.67,117302,58.89,52650,26.43,臺南市4,1,9.0323486328125,0,,,0,0
161,91,9,林奕華,2,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2018-11-09,否,,,1,1,1968-10-21,47,臺中市,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
162,93,9,林岱樺,2,民主進步黨,民主進步黨,高雄市第4選舉區,2016-02-01,否,,,16,16,1972-08-04,43,高雄市,5,1,162473,166337,248774,304795,81.62,66.86,33.33,122722,75.53,85011,52.32,高雄市4,1,7.536966323852539,4,,,0,0
163,95,9,林德福,1,中國國民黨,中國國民黨,新北市第9選舉區,2016-02-01,否,,,1,1,1953-10-23,62,新北市,2,1,157822,163840,239962,293240,81.83,68.28,20.0,82761,52.43,36101,22.87,新北市9,1,10.28968906402588,4,,,0,0
164,99,9,林昶佐,1,無黨籍,0無,臺北市第5選舉區,2016-02-01,否,,,999,999,1976-02-01,39,臺北市,4,2,166895,170046,248868,304815,81.65,68.33,14.29,82650,49.52,6571,3.940000000000005,臺北市5,1,10.066978454589844,0,2019-08-01,2,0,0
165,102,9,林淑芬,2,民主進步黨,民主進步黨,新北市第2選舉區,2016-02-01,否,,,16,16,1973-01-17,42,臺灣省,1,1,179356,183736,274711,347738,79.0,66.88,50.0,123299,68.74,67242,37.489999999999995,新北市2,1,9.711467742919922,3,,,0,0
166,105,9,林為洲,1,中國國民黨,中國國民黨,新竹縣選舉區,2016-02-01,否,,,1,1,1961-07-25,54,臺灣省,4,2,254427,262758,396492,520418,76.19,66.27,12.5,93495,36.74,8325,3.270000000000003,新竹縣,1,6.554203987121582,1,,,0,0
167,108,9,林靜儀,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1974-02-12,41,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
168,110,9,林麗蟬,2,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1977-10-02,38,其他,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
169,111,9,柯呈枋,1,中國國民黨,中國國民黨,彰化縣第1選舉區,2019-03-21,否,,,1,1,1972-11-30,46,臺灣省,5,2,91803,92411,252529,316271,79.85,29.220000000000002,33.33,47835,52.11,5889,6.41,彰化縣1,1,7.173912525177002,0,,,0,0
170,112,9,柯建銘,1,民主進步黨,民主進步黨,新竹市選舉區,2016-02-01,否,,,16,16,1951-09-08,64,臺灣省,4,1,219311,222206,324395,429915,75.46,68.5,10.0,90642,41.33,10691,4.8799999999999955,新竹市,1,8.345541000366211,7,,,0,0
171,113,9,柯志恩,2,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1962-04-29,53,臺灣省,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
172,116,9,楊曜,1,民主進步黨,民主進步黨,澎湖縣選舉區,2016-02-01,否,,,16,16,1966-12-06,49,臺灣省,4,1,41709,42917,83154,101852,81.64,51.61,25.0,23107,55.4,6427,15.409999999999997,澎湖縣,1,6.409829616546631,1,,,0,0
173,119,9,楊鎮浯,1,中國國民黨,中國國民黨,金門縣選舉區,2016-02-01,是,2018-12-25,辭職,1,1,1972-06-26,43,金馬地區,5,2,36267,37014,109478,131568,83.21,33.81,12.5,16350,45.08,6945,19.15,金門縣,1,6.682597160339356,0,,,0,0
174,121,9,段宜康,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1963-11-14,52,臺北市,4,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,2,,,0,0
175,122,9,江啟臣,1,中國國民黨,中國國民黨,臺中市第8選舉區,2016-02-01,否,,,1,1,1972-03-02,43,臺中市,6,1,145163,147244,207927,262534,79.2,70.82,33.33,72024,49.61,1475,1.019999999999996,臺中市8,1,7.034326076507568,1,,,0,0
176,124,9,江永昌,1,民主進步黨,民主進步黨,新北市第8選舉區,2016-02-01,否,,,16,16,1969-10-22,46,新北市,5,2,187345,193586,282028,342980,82.23,68.64,16.67,100543,53.66,24805,13.239999999999995,新北市8,1,9.96938705444336,0,,,0,0
177,128,9,沈智慧,2,中國國民黨,中國國民黨,臺中市第5選舉區,2019-02-01,否,,,1,1,1957-09-16,61,臺中市,6,2,85200,85621,337848,408518,82.69999999999999,20.96,25.0,49230,57.78,16327,19.16,臺中市5,1,9.366521835327148,5,,,0,0
178,131,9,洪宗熠,1,民主進步黨,民主進步黨,彰化縣第3選舉區,2016-02-01,否,,,16,16,1969-01-27,46,臺灣省,5,2,169585,173540,270227,336417,80.33,64.22,20.0,75609,44.58,6161,3.6299999999999955,彰化縣3,1,6.760020732879639,0,,,0,0
179,132,9,洪慈庸,2,無黨籍,0無,臺中市第3選舉區,2016-02-01,否,,,999,999,1982-12-20,33,臺中市,4,2,173476,175309,243934,314283,77.62,71.87,33.33,93451,53.86,15117,8.71,臺中市3,1,7.760326385498047,0,2019-08-13,2,0,0
180,143,9,王定宇,1,民主進步黨,民主進步黨,臺南市第5選舉區,2016-02-01,否,,,16,16,1969-03-05,46,高雄市,5,2,213131,218364,327221,408759,80.05,66.73,25.0,153553,72.04,101811,47.77000000000001,臺南市5,1,7.462966918945312,0,,,0,0
181,146,9,王惠美,2,中國國民黨,中國國民黨,彰化縣第1選舉區,2016-02-01,是,2018-12-25,辭職,1,1,1968-11-22,47,臺灣省,5,1,164376,168863,247505,316271,78.26,68.23,50.0,92373,56.19,20370,12.39,彰化縣1,1,7.173912525177002,1,,,0,0
182,147,9,王榮璋,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1964-05-28,51,高雄市,2,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
183,149,9,王育敏,2,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1971-04-11,44,臺灣省,5,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
184,151,9,王金平,1,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1941-03-17,74,高雄市,4,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,7,,,0,0
185,155,9,盧秀燕,2,中國國民黨,中國國民黨,臺中市第5選舉區,2016-02-01,是,2018-11-20,辭職,1,1,1961-08-31,54,臺灣省,5,1,210501,214936,321452,408515,78.69,66.86,25.0,108446,51.51,24329,11.549999999999997,臺中市5,1,9.366521835327148,5,,,0,0
186,156,9,童惠珍,2,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2019-01-02,否,,,1,1,1965-06-16,50,臺北市,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
187,157,9,管碧玲,2,民主進步黨,民主進步黨,高雄市第5選舉區,2016-02-01,否,,,16,16,1956-12-09,59,臺中市,6,1,148903,151450,221204,270663,81.73,68.47,25.0,88506,59.43,31034,20.839999999999996,高雄市5,1,9.368345260620115,3,,,0,0
188,158,9,簡東明Uliw．Qaljupayare,1,中國國民黨,中國國民黨,山地原住民,2016-02-01,否,,,1,1,1951-06-04,64,臺灣省,3,1,,,,,,,,,,,,山地原住民,4,,2,,,0,0
189,161,9,羅明才,1,中國國民黨,中國國民黨,新北市第11選舉區,2016-02-01,否,,,1,1,1967-01-15,49,臺灣省,5,1,184226,188462,281608,337850,83.35,66.92,33.33,93962,51.0,26185,14.21,新北市11,1,6.600414752960205,5,,,0,0
190,164,9,羅致政,1,民主進步黨,民主進步黨,新北市第7選舉區,2016-02-01,否,,,16,16,1964-11-17,51,臺灣省,6,2,153966,156437,224631,284858,78.86,69.64,25.0,82544,53.61,21199,13.769999999999996,新北市7,1,10.170262336730955,0,,,0,0
191,168,9,莊瑞雄,1,民主進步黨,民主進步黨,屏東縣第3選舉區,2016-02-01,否,,,16,16,1963-04-20,52,臺灣省,5,1,125661,127895,201649,247434,81.5,63.42,20.0,67260,53.52,25937,20.64,屏東縣3,1,6.291550636291504,1,,,0,0
192,171,9,葉宜津,2,民主進步黨,民主進步黨,臺南市第1選舉區,2016-02-01,否,,,16,16,1960-08-21,55,臺南市,5,1,165458,171018,272907,327964,83.21,62.67,25.0,117842,71.22,81158,49.05,臺南市1,1,6.267124652862549,5,,,0,0
193,173,9,蔡其昌,1,民主進步黨,民主進步黨,臺中市第1選舉區,2016-02-01,否,,,16,16,1969-04-16,46,臺中市,5,1,140267,142738,211316,270382,78.15,67.55,20.0,84355,60.13,31062,22.14,臺中市1,1,6.952317237854004,2,,,0,1
194,175,9,蔡培慧,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1971-09-02,44,臺灣省,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
195,177,9,蔡易餘,1,民主進步黨,民主進步黨,嘉義縣第1選舉區,2016-02-01,否,,,16,16,1981-03-14,34,臺灣省,4,2,136831,139952,201665,243252,82.9,69.4,33.33,72469,52.96,10293,7.530000000000001,嘉義縣1,1,6.185158729553223,0,,,0,0
196,180,9,蔡適應,1,民主進步黨,民主進步黨,基隆市選舉區,2016-02-01,否,,,16,16,1973-06-14,42,臺北市,5,2,189869,192247,298947,363090,82.33,64.31,25.0,78707,41.45,10075,5.310000000000002,基隆市,1,8.471088409423828,0,,,0,0
197,182,9,蔣乃辛,1,中國國民黨,中國國民黨,臺北市第6選舉區,2016-02-01,否,,,1,1,1948-09-24,67,其他,5,1,160560,163808,245521,311718,78.76,66.72,8.33,74015,46.09,17249,10.740000000000002,臺北市6,1,10.22416877746582,2,,,0,0
198,184,9,蔣絜安,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2018-07-17,否,,,16,16,1968-07-07,47,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
199,185,9,蔣萬安,1,中國國民黨,中國國民黨,臺北市第3選舉區,2016-02-01,否,,,1,1,1978-12-26,37,臺北市,6,2,192089,195877,289911,361907,80.11,67.56,10.0,89673,46.68,15876,8.270000000000003,臺北市3,1,9.90584659576416,0,,,0,0
200,187,9,蕭美琴,2,民主進步黨,民主進步黨,花蓮縣選舉區,2016-02-01,否,,,16,16,1971-08-07,44,其他,5,1,117594,120122,198114,240031,82.54,60.63,25.0,63231,53.77,11983,10.190000000000005,花蓮縣,1,6.184973239898682,3,,,0,0
201,189,9,蘇嘉全,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1956-10-22,59,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,2,,,1,0
202,190,9,蘇巧慧,2,民主進步黨,民主進步黨,新北市第5選舉區,2016-02-01,否,,,16,16,1976-04-05,39,臺北市,5,2,164381,166321,244030,312730,78.03,68.16,33.33,92237,56.11,25223,15.350000000000001,新北市5,1,9.179351806640623,0,,,0,0
203,191,9,蘇治芬,2,民主進步黨,民主進步黨,雲林縣第1選舉區,2016-02-01,否,,,16,16,1953-07-10,62,臺灣省,2,2,162634,167757,279736,344461,81.21,59.97,33.33,87378,53.72,17764,10.920000000000002,雲林縣1,1,6.241756439208984,1,,,0,0
204,193,9,蘇震清,1,民主進步黨,民主進步黨,屏東縣第1選舉區,2016-02-01,否,,,16,16,1965-02-02,50,臺灣省,5,1,145572,150291,228120,274836,83.0,65.88,50.0,101894,69.99,58216,39.989999999999995,屏東縣1,1,6.051806926727295,2,,,0,0
205,195,9,許智傑,1,民主進步黨,民主進步黨,高雄市第8選舉區,2016-02-01,否,,,16,16,1966-01-05,50,臺灣省,5,1,186488,190025,281637,353170,79.75,67.47,14.29,110276,59.13,51309,27.520000000000003,高雄市8,1,9.422904014587402,1,,,0,0
206,196,9,許毓仁,1,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1978-07-19,37,高雄市,4,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
207,197,9,許淑華,2,中國國民黨,中國國民黨,南投縣第2選舉區,2016-02-01,否,,,1,1,1975-10-15,40,臺灣省,5,1,129722,133336,204977,250492,81.83,65.05,50.0,73485,56.64,17248,13.29,南投縣2,1,5.994684219360352,1,,,0,0
208,204,9,谷辣斯．尤達卡Kolas Yotaka,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,是,2018-07-16,辭職,16,16,1974-03-17,41,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
209,205,9,費鴻泰,1,中國國民黨,中國國民黨,臺北市第7選舉區,2016-02-01,否,,,1,1,1954-07-07,61,臺北市,6,1,165280,168289,248887,304577,81.72,67.62,12.5,74455,45.04,4573,2.759999999999998,臺北市7,1,10.003687858581545,3,,,0,0
210,208,9,賴士葆,1,中國國民黨,中國國民黨,臺北市第8選舉區,2016-02-01,否,,,1,1,1951-06-20,64,臺中市,6,1,168893,172362,252360,323189,78.08,68.3,16.67,83931,49.69,23472,13.899999999999999,臺北市8,1,9.622310638427734,4,,,0,0
211,212,9,賴瑞隆,1,民主進步黨,民主進步黨,高雄市第9選舉區,2016-02-01,否,,,16,16,1973-11-15,42,臺灣省,5,2,166516,169350,250192,308478,81.11,67.69,25.0,100862,60.57,43516,26.14,高雄市9,1,8.7794189453125,0,,,0,0
212,214,9,趙天麟,1,民主進步黨,民主進步黨,高雄市第7選舉區,2016-02-01,否,,,16,16,1973-03-08,42,臺北市,5,1,160696,163146,239787,287880,83.29,68.04,20.0,97228,60.5,42459,26.42,高雄市7,1,9.73849868774414,1,,,0,0
213,215,9,趙正宇,1,無黨籍,民主進步黨,桃園市第6選舉區,2016-02-01,否,,,999,16,1966-03-29,49,桃園市,5,2,163934,167257,248233,315417,78.7,67.38,16.67,76278,46.52,768,0.46000000000000085,桃園市6,1,7.924662113189697,0,,,0,0
214,217,9,邱志偉,1,民主進步黨,民主進步黨,高雄市第2選舉區,2016-02-01,否,,,16,16,1972-07-24,43,臺灣省,6,1,175247,178539,256424,316584,81.0,69.63,20.0,110819,63.23,49633,28.32,高雄市2,1,7.3627848625183105,1,,,0,0
215,220,9,邱泰源,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-10-04,否,,,16,16,1956-10-30,59,臺灣省,5,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
216,222,9,邱議瑩,2,民主進步黨,民主進步黨,高雄市第1選舉區,2016-02-01,否,,,16,16,1971-06-01,44,臺灣省,5,1,148136,150819,224630,268567,83.64,67.14,25.0,87432,59.02,28743,19.410000000000004,高雄市1,1,5.791854381561279,3,,,0,0
217,225,9,郭國文,1,民主進步黨,民主進步黨,臺南市第2選舉區,2019-03-21,否,,,16,16,1967-03-11,52,臺南市,6,2,133587,134275,301571,364580,82.72,36.83,16.67,62858,47.05,3664,2.74,臺南市2,1,6.254962921142578,0,,,0,0
218,227,9,郭正亮,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-09-02,否,,,16,16,1961-06-24,54,高雄市,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,2,,,0,0
219,230,9,鄭天財 Sra Kacaw,1,中國國民黨,中國國民黨,平地原住民,2016-02-01,否,,,1,1,1956-12-16,59,臺灣省,4,1,,,,,,,,,,,,平地原住民,3,,1,,,0,0
220,231,9,鄭寶清,1,民主進步黨,民主進步黨,桃園市第4選舉區,2016-02-01,否,,,16,16,1955-01-10,61,桃園市,6,2,172666,175561,261773,344060,76.08,67.07,50.0,86413,50.04,160,0.0899999999999963,桃園市4,1,9.384157180786133,2,,,0,0
221,234,9,鄭秀玲,2,時代力量,時代力量,全國不分區及僑居國外國民,2019-09-11,否,,,267,267,1955-10-09,60,臺北市,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
222,235,9,鄭運鵬,1,民主進步黨,民主進步黨,桃園市第1選舉區,2016-02-01,否,,,16,16,1973-06-02,42,臺北市,4,2,181899,184338,277449,364797,76.06,66.44,33.33,85955,47.25,5813,3.200000000000003,桃園市1,1,8.566106796264648,1,,,0,0
223,237,9,鄭麗君,2,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,是,2016-05-20,辭職,16,16,1969-06-19,46,臺北市,5,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,1,,,0,0
224,239,9,鍾佳濱,1,民主進步黨,民主進步黨,屏東縣第2選舉區,2016-02-01,否,,,16,16,1965-02-23,50,高雄市,5,2,145019,147421,213023,260943,81.64,69.2,50.0,76204,52.54,7389,5.089999999999996,屏東縣2,1,7.398841381072998,0,,,0,0
225,240,9,鍾孔炤,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,否,,,16,16,1956-11-14,59,臺灣省,2,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
226,242,9,陳亭妃,2,民主進步黨,民主進步黨,臺南市第3選舉區,2016-02-01,否,,,16,16,1974-07-19,41,臺南市,5,1,208750,212776,318142,398400,79.85,66.88,25.0,149002,71.37,95297,45.650000000000006,臺南市3,1,9.118074417114258,2,,,0,0
227,244,9,陳其邁,1,民主進步黨,民主進步黨,全國不分區及僑居國外國民,2016-02-01,是,2018-11-03,辭職,16,16,1964-12-23,51,臺灣省,5,1,,,,,,,,,,,,全國不分區及僑居國外國民,2,,4,,,0,0
228,248,9,陳學聖,1,中國國民黨,中國國民黨,桃園市第3選舉區,2016-02-01,否,,,1,1,1957-09-28,58,臺北市,5,1,173345,175959,259562,335216,77.43,67.79,20.0,77505,44.71,385,0.23000000000000398,桃園市3,1,8.498342514038086,3,,,0,0
229,249,9,陳宜民,1,中國國民黨,中國國民黨,全國不分區及僑居國外國民,2016-02-01,否,,,1,1,1956-12-28,59,臺北市,6,2,,,,,,,,,,,,全國不分區及僑居國外國民,2,,0,,,0,0
